STATE,SITE_ID,COMMENTS,CONTROL,ORIGIN,TRAP_NUMBER,DATE_TRAP_SAMPLED,NUMBER_S.AGRILI_INDIVIDUALS,NUMBER_T.PLANIPENNISI_INDIVIDUALS,NUMBER_O.AGRILI,NUMBER_OF_S.AGRILI_CLUTCHES,NUMBER_OF_T.PLANIPENNISI_CLUTCHES,NUMBER_OF_ATANYCHOLUS,SAMPLE METHOD,NUMBER OF SAMPLES,POSSIBLE_EAB_PARASITOID_RECOVERED,DATE_SAMPLE_SHIPPED,SAMPLE_SHIPPED_TO,POINT_X,POINT_Y,COMMENTS_LAB,USER_ID,SITE_NAME,NUMBER_S.GALINAE_CLUTCHES
Michigan,"2,656",sentinel egg pouch with 10 eggs. 4 parasitized eggs,0,,E5,"8/4/2016, 8:00 PM",0,0,4,0,0,0,Sentinel Eggs,10,Yes,,,-85.33,45.11,T. Petrice confirmed ID,tpetrice,,0
Michigan,25,sentinel egg pouch with 10 eggs. 1 parasitized egg,0,,GSWR6016,"8/2/2016, 8:00 PM",0,0,1,0,0,0,Sentinel Eggs,10,Yes,,,-84.45,43.23,T. Petrice confirmed ID,tpetrice,,0
Michigan,25,sentinel egg pouch with 10 eggs. 1 parasitized egg,0,,GSWR6018,"8/2/2016, 8:00 PM",0,0,1,0,0,0,Sentinel Eggs,10,Yes,,,-84.45,43.23,T. Petrice confirmed ID,tpetrice,,0
Michigan,"1,804",sentinel egg pouch with 10 eggs. 4 parasitized eggs,0,,LPC9934,"8/15/2016, 8:00 PM",0,0,4,0,0,0,Sentinel Eggs,10,Yes,,,-84.38,42.69,T. Petrice confirmed ID,tpetrice,,0
Michigan,,sentinel egg pouch with 10 eggs. 1 parasitized egg,0,,LPC9902,"7/17/2016, 8:00 PM",0,0,1,0,0,0,Sentinel Eggs,10,Yes,,,-84.38,42.69,T. Petrice confirmed ID,tpetrice,,0
Michigan,,sentinel egg pouch with 10 eggs. 3 parasitized eggs,0,,LPR5037,"8/14/2016, 8:00 PM",0,0,3,0,0,0,Sentinel Eggs,10,Yes,,,-84.38,42.7,T. Petrice confirmed ID,tpetrice,,0
Michigan,,sentinel egg pouch with 10 eggs. 2 parasitized eggs,0,,LPR5004,"8/14/2016, 8:00 PM",0,0,2,0,0,0,Sentinel Eggs,10,Yes,,,-84.38,42.7,T. Petrice confirmed ID,tpetrice,,0
Michigan,,sentinel egg pouch with 10 eggs. 2 parasitized eggs,0,,E32,"8/18/2016, 8:00 PM",0,0,2,0,0,0,Sentinel Eggs,10,Yes,,,-85.33,45.11,T. Petrice confirmed ID,tpetrice,,0
Michigan,25,sentinel egg pouch with 10 eggs. 3 parasitized eggs,0,,GSWR6017,"8/15/2016, 8:00 PM",0,0,3,0,0,0,Sentinel Eggs,10,Yes,,,-84.45,43.23,T. Petrice confirmed ID,tpetrice,,0
Michigan,"2,656",sentinel egg pouch with 10 eggs. 3 parasitized eggs,0,,E36,"8/31/2016, 8:00 PM",0,0,3,0,0,0,Sentinel Eggs,10,Yes,,,-85.33,45.11,T. Petrice confirmed ID,tpetrice,,0
Michigan,"2,845",2 EAB eggs with Oobius exit holes found in 1 of 10 bark samples,0,,Colby521,"5/8/2016, 8:00 PM",0,0,2,0,0,0,Bark Sifting,1,Yes,,,-85.08,43.27,T. Petrice confirmed ID,tpetrice,,0
Michigan,"2,842",1 EAB egg with Oobius exit hole found in 1 of 10 bark samples,0,,Tree67,"3/21/2016, 8:00 PM",0,0,1,0,0,0,Bark Sifting,1,Yes,,,-84.98,43.28,T. Petrice confirmed ID,tpetrice,,0
Michigan,"2,842",2 EAB eggs with Oobius exit holes found in 1 of 10 bark samples,0,,Tree69,"3/21/2016, 8:00 PM",0,0,2,0,0,0,Bark Sifting,1,Yes,,,-84.98,43.28,T. Petrice confirmed ID,tpetrice,,0
Michigan,"2,832",1 EAB egg with Oobius exit holes found in 1 of 10 bark samples,0,,Tree226,"4/21/2016, 8:00 PM",0,0,1,0,0,0,Bark Sifting,1,Yes,,,-85.07,43.42,T. Petrice confirmed ID,tpetrice,,0
Michigan,"2,833",1 EAB egg with Oobius exit holes found in 1 of 10 bark samples,0,,Tree326,"4/21/2016, 8:00 PM",0,0,1,0,0,0,Bark Sifting,1,Yes,,,-85.09,43.43,T. Petrice confirmed ID,tpetrice,,0
New York,,,0,,Btl Creek,"7/28/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-78.99,42.15,T. planipennisi confirmed (Juli Gould),juligould,,0
New York,,No Date,0,,Btl Creek,"8/30/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-78.99,42.15,,juligould,,0
New York,,,0,,Brist Bch,"8/4/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.93,42.11,T. planipennisi confimred (Juli Gould),juligould,,0
New York,"1,751",,0,Research,Conewango,"8/19/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-78.97,42.17,T. planipennisi confirmed (Juli Gould),juligould,Conewango Road,0
New York,"1,743",,0,Research,DOT,"8/24/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-79,42.16,T. planipennisi found (Juli Gould),juligould,DOT North,0
New York,"1,743",,0,Research,DOT,"9/14/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-79,42.16,T. planipennisi confirmed (Juli Gould),juligould,DOT North,0
New York,"1,743",,0,Research,DOT,"8/19/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,12,Yes,,Juli Gould,-79,42.16,T. planipennisi confirmed (Juli Gould),juligould,DOT North,0
New York,"1,743",,0,Research,DOT,"9/21/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-79,42.16,T. planipennisi found (Juli Gould),juligould,DOT North,0
New York,"1,743",No Date,0,Research,DOT,"8/30/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-79,42.16,,juligould,DOT North,0
New York,,,0,,East Pky,"7/20/2014, 8:00 PM",0,1,1,0,0,0,Yellow Pan Traps,5,Yes,,Juli Gould,-73.99,42,Oobius and T. planipennisi confirmed (Juli Gould),juligould,,0
New York,"1,737",,0,Research,East Pky,"9/1/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,12,Yes,,Juli Gould,-73.99,42,T. planipennisi (Juli Gould),juligould,Eastern Parkway,0
New York,,,0,,East Pky,"8/17/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-73.99,42,T. planipennisi confirmed (Juli Gould),juligould,,0
New York,,Lauren Tice,0,,Lauren T,"9/14/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.95,42.12,T. planipennisi confirmed (Juli Gould),juligould,,0
New York,,Lauren Tice,0,,Lauren T,"9/1/2014, 8:00 PM",0,9,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.95,42.12,T. planipennisi found (Juli Gould),juligould,,0
New York,,Lauren Tice,0,,Lauren T,"7/20/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.95,42.12,T. planipennisi confirmed (Juli Gould),juligould,,0
New York,,Lauren Tice,0,,Lauren T,"8/4/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,11,Yes,,Juli Gould,-73.95,42.12,T. planipennisi confirmed (Juli Gould),juligould,,0
New York,,Lauren Tice,0,,Lauren T,"9/7/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.95,42.12,T. planipennisi found (Juli Gould),juligould,,0
New York,"1,740",,0,Research,Leggs Mil,"9/14/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-74,41.99,T. planipennisi confirmed (Juli GOuld),juligould,Leggs Mills Road,0
New York,"1,740",,0,Research,Leggs Mil,"9/21/2014, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-74,41.99,T. planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,740",,0,Research,Leggs Mil,"8/25/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-74,41.99,T. planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,740",,0,Research,Leggs Mil,"9/1/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-74,41.99,T. planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,740",,0,Research,Leggs Mil,"8/10/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,12,Yes,,Juli Gould,-74,41.99,T. planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,740",,0,Research,Leggs Mil,"8/17/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-74,41.99,T. planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,740",,0,Research,Leggs Mil,"9/7/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,12,Yes,,Juli Gould,-74,41.99,T. planipennisi (Juli Gould),juligould,Leggs Mills Road,0
New York,,,0,,Lehigh,"9/1/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.92,42.15,T. planipennisi confirmed (Juli Gould),juligould,,0
New York,,,0,,Lehigh,"9/22/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-73.92,42.15,T. planipennisi male (Juli Gould),juligould,,0
New York,,Schoolhouse rd,0,,Schoolhou,"8/19/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,,Ulster Landing,0,,Ulster L,"7/27/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Ulster L,"9/14/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Ulster L,"8/4/2004, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,11,Yes,,Juli Gould,-73.96,41.97,,juligould,,0
New York,,,0,,Ulster L,"7/20/2014, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,11,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Ulster L,"8/10/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Ulster L,"8/17/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,14,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,No Date,0,,Watts,"8/30/2014, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,13,Yes,,Juli Gould,-79.01,42.16,,juligould,,0
New York,"2,417",Lauren Tice,0,,Lauren T,"6/23/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.95,42.12,6 EAB. T. planipennisi confirmed (Juli Gould),juligould,,0
New York,"1,744",,0,Research,Watts,"6/21/2015, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,2 Female Tets 1 Male Tet 1 EAB (Juli Gould),juligould,Watts Road,0
New York,"2,118",,0,,Schoolhou,"6/21/2015, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,"1,737",,0,Research,East Pky,"6/23/2015, 8:00 PM",0,14,2,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.99,42,"2 EAB 13 F Tet, 1 Male Tet (Juli Gould)",juligould,Eastern Parkway,0
New York,,,0,,Ulster L,"6/23/2015, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,"2 EAB, T. planipennisi (Juli Gould)",juligould,,0
New York,"2,122",,0,,Holcim,"6/23/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.91,42.18,T. planipennisi found (Juli Gould),juligould,,0
New York,"1,740",,0,Research,Leggs Mil,"6/28/2015, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-74,41.99,T. planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,737",,0,Research,East Pky,"6/28/2015, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.99,42,1 EAB. 4 T. planipennisi found (Juli Gould),juligould,Eastern Parkway,0
New York,,,0,,Ulster L,"6/28/2015, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,"1,745",,0,Research,Btl Creek,"6/28/2015, 8:00 PM",0,0,2,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-78.99,42.15,2 EAB. Oobius agrili confirmed (Juli Gould),juligould,Battle Creek,0
New York,"1,740",,0,Research,Leggs Mil,"7/5/2015, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,4 EAB. T. Planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,,,0,,Lehigh,"7/5/2015, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.92,42.15,2 EAB. 1M 1F T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,East Pky,"7/5/2015, 8:00 PM",0,17,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.99,42,"1 EAB, T. planipennisi found (Juli Gould).",juligould,,0
New York,"1,744",,0,Research,Watts,"7/5/2015, 8:00 PM",0,2,0,0,0,1,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,T. planipennisi and Atanycolus (Juli Gould),juligould,Watts Road,0
New York,"2,118",,0,,Schoolhou,"7/5/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,"1,740",,0,Research,Leggs Mil,"7/12/2015, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,1 EAB. T. Planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,,,0,,Lehigh,"7/14/2015, 8:00 PM",0,3,2,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.92,42.15,3F T. planipennisi. O. agrili found. (Jason Mottern),juligould,,0
New York,"1,737",,0,Research,East Pky,"7/13/2015, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.99,42,T. planipennisi found (Juli Gould),juligould,Eastern Parkway,0
New York,"1,744",,0,Research,Watts,"7/14/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,1 tet (Juli Gould),juligould,Watts Road,0
New York,,,0,,Ulster L,"7/19/2015, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,"1,737",,0,Research,East Pky,"7/19/2015, 8:00 PM",0,1,1,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.99,42,"O. agrili, T. planipennisi confirmed (Juli Gould)",juligould,Eastern Parkway,0
New York,"1,740",,0,Research,Leggs Mil,"7/19/2015, 8:00 PM",0,0,7,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,2 EAB. O. Agrili confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,,,0,,Lehigh,"7/19/2015, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.92,42.15,1 EAB. T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Ulster L,"7/26/2015, 8:00 PM",0,12,1,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,"1,740",,0,Research,Leggs Mil,"7/26/2015, 8:00 PM",0,3,1,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,T. planipennisi and O. agrili confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,"2,118",,0,,Schoolhou,"7/26/2015, 8:00 PM",0,1,0,0,0,1,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,T. planipennisi and Atanycolus (Juli Gould),juligould,,0
New York,"1,744",,0,Research,Watts,"8/2/2015, 8:00 PM",0,3,0,0,0,6,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,T. planipennisi and Atanycolus (Juli Gould),juligould,Watts Road,0
New York,"1,751",,0,Research,Conewango,"7/26/2015, 8:00 PM",0,2,1,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-78.97,42.17,T. planipennisi and O. agrili confirmed (Jason Mottern),juligould,Conewango Road,0
New York,,,0,,Ulster L,"8/5/2015, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,DOT,"8/2/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79,42.16,T. planipennisi found (Juli GOuld),juligould,,0
New York,"1,744",,0,Research,Watts,"7/26/2015, 8:00 PM",0,3,0,0,0,6,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,T. planipennisi (Juli Gould),juligould,Watts Road,0
New York,,,0,,Leggs Mil,"8/9/2015, 8:00 PM",0,1,1,0,0,1,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,"T. planipennisi, O. agrili and atanycolus confirmed (Juli Gould)",juligould,,0
New York,"1,744",,0,Research,Watts,"8/9/2015, 8:00 PM",0,4,0,0,0,5,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,Atanycolus and T. planipennisi (Juli Gould),juligould,Watts Road,0
New York,"2,117",,0,,Airport,"8/9/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.03,42.16,T. planipennisi confirmed (Juli Gould),juligould,,0
New York,"1,737",,0,Research,East Pky,"8/9/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.99,42,T. planipennisi found (Juli Gould),juligould,Eastern Parkway,0
New York,"1,743",,0,Research,DOT,"8/9/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79,42.16,T. planipennisi found (Juli Gould),juligould,DOT North,0
New York,"1,745",,0,Research,Btl Creek,"8/9/2015, 8:00 PM",0,1,1,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-78.99,42.15,O. agrili and T. planipennisi confirmed (Juli Gould),juligould,Battle Creek,0
New York,"1,751",,0,Research,Conewango,"8/9/2015, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-78.97,42.17,T. planipennisi confirmed (Juli Gould),juligould,Conewango Road,0
New York,"1,744",,0,Research,Watts,"9/7/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.01,42.16,T. planipennisi (Juli Gould),juligould,Watts Road,0
New York,"2,118",,0,,Schoolhou,"9/7/2015, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Lehigh,"8/16/2015, 8:00 PM",0,1,0,0,0,1,Yellow Pan Traps,15,Yes,,Juli Gould,-73.92,42.15,T. planipennisi and Atanycolus (Juli Gould),juligould,,0
New York,"1,751",,0,Research,Conewango,"8/16/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-78.97,42.17,1 Female Tet confirmed (Juli Gould),juligould,Conewango Road,0
New York,,,0,,Ulster L,"8/16/2015, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,1 Female 1 Male (Juli Gould),juligould,,0
New York,"1,740",,0,Research,Leggs Mil,"8/16/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,T. planipennisi confirmed (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,744",,0,Research,Watts,"8/16/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,1 Female T. (Juli Gould),juligould,Watts Road,0
New York,"1,740",,0,Research,Leggs Mil,"8/23/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,Female T. planipennisi (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,744",,0,Research,Watts,"8/23/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,Female T. (Juli Gould),juligould,Watts Road,0
New York,,,0,,Ulster L,"8/30/2015, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,"1,744",,0,Research,Watts,"8/30/2015, 8:00 PM",0,2,0,0,0,5,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,2 Tets Female and Atanycolus (Juli Gould),juligould,Watts Road,0
New York,"1,740",,0,Research,Leggs Mil,"9/7/2015, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,3 Female Tets (Juli Gould),juligould,Leggs Mills Road,0
New York,,,0,,Ulster L,"9/7/2015, 8:00 PM",0,10,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Selkirk 1,"9/13/2015, 8:00 PM",2,0,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,2 S. agrili are Female 21 EAB,juligould,,0
New York,,,0,,Selkirk 1,"6/17/2015, 8:00 PM",0,2,1,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,10 EAB 2 Female Tets,juligould,,0
New York,"2,933",,0,Research,Selkirk 2,"6/17/2015, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,2 Female Tets 1 Male Tet,juligould,Selkirk 2 - 2398,0
New York,"2,932",,0,Research,Selkirk 1,"7/9/2015, 8:00 PM",0,18,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,16 Female Tets 2 Male Tets 9 EAB,juligould,Selkirk 1 - 2398,0
New York,"2,933",,0,Research,Selkirk 2,"7/9/2015, 8:00 PM",0,7,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,6 Female Tets 1 Male Tet 1 EAB,juligould,Selkirk 2 - 2398,0
New York,"2,932",,0,Research,Selkirk 1,"7/19/2015, 8:00 PM",0,14,3,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,12 Female Tets 2 Male Tets 2 EAB,juligould,Selkirk 1 - 2398,0
New York,"2,933",,0,Research,Selkirk 2,"7/19/2015, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,4 Male Tets,juligould,Selkirk 2 - 2398,0
New York,"2,932",,0,Research,Selkirk 1,"8/16/2015, 8:00 PM",0,19,1,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,17 Female Tets 2 Male Tets,juligould,Selkirk 1 - 2398,0
New York,"2,933",,0,Research,Selkirk 2,"8/6/2015, 8:00 PM",0,6,2,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,5 Female Tets 1 Male Tet,juligould,Selkirk 2 - 2398,0
New York,"2,932",,0,Research,Selkirk 1,"8/11/2015, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,3 Female Tets,juligould,Selkirk 1 - 2398,0
New York,"2,933",,0,Research,Selkirk 2,"8/11/2015, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.79,42.52,4 Female Tets,juligould,Selkirk 2 - 2398,0
New Hampshire,"2,774",about 30 Tetrastichus planipennisi larvae recovered from the trunk of a debarked tree about 1000' from NHTI release site,0,Program,NHTI1,"11/1/2016, 8:00 PM",0,0,0,0,1,0,Tree Debarking,1,Yes,,,-71.53,43.22,Specimens confirmed from photograph. Expecting adults if any are reared.,MollyHeuss,NHTI,0
Minnesota,"2,474","Exact Trap Location YPT03.061016 44.88574,-93.18683 YPT21.061016 44.88605,-93.18666",0,Program,YPTFS,"6/9/2016, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,2 female T. planipennisi ID by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap locations YPT03.072916 44.88574,-93.18683 YPT05.072916 44.88543,-93.18724",0,Program,YPTFS,"7/28/2016, 8:00 PM",0,1,0,0,0,1,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact location YPT03.082616 44.88574,-93.18683",0,Program,YPTFS,"8/25/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Female T. planipennisi confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",exact location YPT12.090216 44.88451 -93.18786,0,Program,YPTFS,"9/1/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Female Tetrastichus confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
New Hampshire,"2,532",14 eab eggs were reovered through sifting bark of a release tree. 7 of those eggs were parasitized by O. agrili.,0,Program,SPNHF 2,"11/6/2016, 7:00 PM",0,0,7,0,0,0,Bark Sifting,14,Yes,,,-71.53,43.23,null,MollyHeuss,SPNHF,0
Minnesota,"2,474","One suspected parasitized EAB egg found. Sample was taken from 9.4"" DBH green ash. Sample ID = Snell-110216.4 10x50cm area of bark taken for each tree sampled.",0,Program,Snell1116,"11/1/2016, 8:00 PM",0,0,1,0,0,0,Bark Sifting,6,Yes,"12/13/2016, 7:00 PM",Dr. Leah Bauer,-93.19,44.88,This EAB egg is confirmed Oobius parasitized (L.Bauer; 12/19/2016) & will be sent back to J.Osthus as a voucher specimen.,josthus,Fort Snelling Hillside Hwy 5,0
Maryland,,,0,,SHill2016,"3/23/2016, 8:00 PM",0,0,1,0,0,0,Egg Collection,32,Yes,,,-77,38.71,"JDuan collected 32 EAB eggs from ash trees, one O. agrili adult was reared",lsbauer,,0
